,id,title,language_code,description,similar_books,ratings_count,num_pages,text_reviews_count,average_rating,Action,Adventure,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Thriller,War,Action_b,Adventure_b,Crime_b,Documentary_b,Drama_b,Family_b,Fantasy_b,History_b,Horror_b,Music_b,Mystery_b,Romance_b,Thriller_b,War_b
130696,17019195,"Currents of War (The Rise of the Aztecs, #4)",eng,"Seven years later, the Aztecs are ready to revolt against the mighty Tepanec Empire.
However, while the young Emperor is trying to solve the problems peacefully, his warlords and advisers believe he is making too many mistakes along the way. A much stronger leader is needed, but is there a way to change Emperors with no bloodshed?
Kuini, now a promising leader, but still considered a pushy foreigner by some, is about to find out that meddling in the Aztec politics could cost him more than he is prepared to pay.",[],63.0,260.0,20.0,4.59,1.0,1.0,0.09821941588026656,0.09971920990217148,0.11978592275453499,0.10104142678111741,0.11319455033791191,1.0,0.10882355682394511,0.08449848440316846,0.1022105531021358,0.10158364334278965,0.11559648799040058,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
568149,35696310,The Boot Knocker's Baby,eng,"A hot summer fling rocked his world...and changed hers forever. Shayne isn't sowing his wild oats--being a Boot Knocker is his life. He loves helping the women who come to The Boot Knockers Ranch, and the Montana mountains fulfill his passion for the outdoors. But there's an opening in Texas and they want him to make the move. Then a sexy little temptress from his past shows up and leaves him spinning like a twister on the plains.
Jolie thought the memories of that scorching hot cowboy were just a passing storm cloud in her sunny life. Then she saw those two little lines on a stick. With the father of her child off being a Boot Knocker with God knows how many women, Jolie focuses on her child and her future--and the man who wants to marry her. But it's only right to let Shayne know about his child, right?
Shayne's struggled to get Jolie out of his system, but now that he's seen a picture of his baby girl, guilt floods in. He left them high and dry, even if he knew nothing about his daughter. And now Jolie is asking him to sign his parental rights over to a man who wants to take care of them both. Does Shayne let all of it go and take the easy road? Maybe creating a family with the woman he dreams about IS the easy road.",[],14.0,294.0,13.0,4.56,0.11078611825101316,0.11299121586084133,0.10757901216732327,0.09449672238808722,1.0,1.0,0.11956427944919627,0.09143770872348193,0.10522223308203238,0.08777170368267505,0.10935251465945917,1.0,1.0,0.06921790137856632,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
368672,26795728,On This Foundation,en-GB,"The Powerful Concluding Novel
to The Restoration Chronicles
When news that the wall of Jerusalem is broken down, and its gates have been burned with fire, Nehemiah, Jewish cupbearer to King Artaxerxes in Persia, seeks God's guidance. After fasting and prayer, he's given leave to travel to Jerusalem and rebuild the city wall, not anticipating all the dangers that await him on his arrival.
The leaders of the surrounding nations become his fierce enemies, plotting to assassinate him and halt the work. A drought, meanwhile, has left the country impoverished, many families resorting to selling their children as bondservants just to keep from starving.
Capturing the rebuilding of the wall through the eyes of a number of characters, On This Foundationis a powerful exploration of faith in the midst of oppression, and hope that, in spite of appearances, the gracious hand of God is upon those who believe.","['23411545', '26067635', '28075719', '25822042', '18144059', '22574075', '16110344', '25695484', '22522910', '13125055', '18527868', '575689', '23411528', '18105225', '27066853', '22504472']",17.0,466.0,3.0,4.61,0.06794658523508475,1.0,0.04979852086955605,1.0,0.06378210052932326,0.0682018757621404,1.0,1.0,0.05048392476543956,0.04666372037396727,0.04356393138406452,0.05146122180307633,0.0542388427382473,0.05086130742444756,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373655,33097983,Double-edged Sword: The Simonne Butler Story,eng,"Double-edged Sword is a survival story like no other. In 2003 Simonne Butler's violent partner, high on methamphetamine, cut off both her hands with a samurai sword. Her hands were reattached in a groundbreaking marathon surgery and she spent the next decade healing her mind, body and spirit.
Despite five years in an extremely physically and emotionally abusive relationship, Simonne always had an unbreakable spirit. Even when her self-confidence and sense of self-preservation was at rock bottom, she was able to source phenomenal strength that saw her survive horrendous blood loss and being left for dead for hours, holding her severed limbs in such a way that allowed revascularisation to be possible.
Facing obstacles from the very start, including a troubled childhood and an alcoholic and volatile mother, Simonne's optimism and determination have always shone through.
Every victim of domestic violence must read this book, and their friends and family. Even those who have never been the victim of violence will be inspired, moved and enlightened by this candid and brutal memoir. Double-edged Sword is so much more than just a story of survival, it is a guidebook for humanity - how to shrug off the oppressors and the obstacles and live your life with the greatest intensity you can muster. It's about conquering the demons and rising like a phoenix from the ashes and learning how to live with passion, honesty and love.",[],30.0,304.0,10.0,4.51,0.14366827449143432,0.1408881369341999,0.1355404391889884,0.13961630983113543,1.0,0.1424971414878441,0.14590266069515112,1.0,1.0,0.12599128194911532,0.12815205257351778,1.0,0.14827068118894637,0.09590128780744477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
402385,20458427,Rodeo Snow,eng,"The only thing not ordinary about fifteen year old Eugene Gene Snow is his nerd name,he's named after a peacenik politician his pathetically earnest parents admired. When some street skaters nickname him Rodeo, he's happy to take on that new, totally cool identity. If only he could win the citywide street skate competition, everyone would see him as who he was born to be: Rodeo Snow, street skater. As Gene tries to nail the skate competition and get the girl who happens to be his main competitor, he discovers that winning is something other than what he thought and maybe he's less ordinary than he ever imagined.",[],4.0,218.0,2.0,4.75,0.07095920077935798,0.07369014978155929,0.06333133671229267,0.054823098077754595,1.0,1.0,1.0,0.04490817623329937,0.06668042234586524,0.0639791845326426,0.06444553583329743,1.0,0.07092805914535158,0.03382741363559559,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
448265,18755842,"Marriage For A Lifetime (Love, and Marriages For Life,#2)",eng,MARRIAGE FOE A LIFETIME goes right to the serious issues that prevent the freedom of a positive marriage flow and shows how to turn the corner. Over 40 years of wise counseling experience is shared. Biblical principles are put into understandable language making it easy to learn and practice. You cannot read this book without breaking into laughter at times and then those times of tears as emotions are stroked and teased.,[],7.0,104.0,2.0,5.0,0.11313850128292821,1.0,0.09276877980541115,0.09530713021109923,1.0,0.10178084670014674,1.0,0.10056628346898475,0.10517178809741098,0.0917299911239314,0.10266302095234969,1.0,0.10939663722498381,0.08323062829189479,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
332121,6899130,Last Days of the Cross,eng,"Last Days of the Cross, Joseph Ridgwell, Grevious Jones Press 2009
""An autobiography is only to be trusted"" George Orwell once wrote, ""when it reveals something disgraceful. A man who gives a good account of himself is probably lying, since any life when viewed from the inside is simply a series of defeats."" With Last Days of the Cross, Joseph Ridgwell, bastard son of Arturo Bandini and the Artful Dodger, admirably rises (or perhaps sinks) to the challenge. It's with a mix of bleak authenticity, lunatic ambition but above all self-deprecating charm that Ridgwell creates a gem of a book that will horrify the more faint-hearted of the cognoscenti (but, frankly, to hell with them).
The rich seams of misery and near-ruin have long been mined for literary greatness: Knut Hamsun's Hunger, Henry Miller's Tropic of Cancer, Orwell's Down and Out in Paris and London, Dostoyevsky's Notes from Underground, W. H. Davies' The Autobiography of a Super-Tramp. Long is the list of those who've sought out enlightenment amidst lives led below the breadline (whether through choice or necessity), using the force of will to survive and somehow prosper through the grimness. In the Last Days of the Cross, there are barrel-loads of misery. Rail-trucks full of it. There's so much it has its own factories and Five Year Plans with Ridgwell a veritable Stakhanov at the coalface. Misery, debauchery, destitution, thwarted dreams and the burning resolve of the damned. Last Days of the Cross has it all in abundance. It is also one of the funniest books you'll read this year.
The book recounts the trials and adventures of young Joseph having departed the shores of Blighty, bound for the care-free beaches of Australia and literary greatness. Instead our hero finds himself living in a dosshouse amidst the ramshackle decadence of Sydney's red-light district, falling in love with a junky aborigine girl called Rosie who robs him blind and periodically leaves him to wallow lovelorn amongst bottles of rot-gut wine, porn cubicles and peeping toms. The twin struggles of finding love and writing his masterpiece propel the book through picaresque encounters with addicts, lecherous spinsters and the eternal evils of the landlord and the boss.
For a writer like Ridgwell who has carved out a reputation as something of a literary pugilist (never ceasing to stir up trouble, intentionally or not), Last Days of the Cross is a surprisingly freewheeling story, being hilariously self-deprecating and quixotic. Unlike many of the hipster free-verse disciples of Bukowski, Ridgwell has learned the old bard's most valuable lesson; it's not believing in some sense of smug deadbeat cool that counts, it's being aware of and utterly honest about your own innate ridiculousness. Last Days... is funniest at its most triumphant and its bleakest (often these moments are indistinguishable); ""No longer would I be Joseph Ridgwell, the Bard of Kings Cross but Joseph Ridgwell: Peanut King!""
For all the bravado that you fear may come with its subject matter, it's an astonishingly open-hearted book in an age when literary games, trickery and dislocation seem paramount, a tender, even gentle, carouse through the gutter. There's even an openness to the world that marks Ridgwell out as a romantic. Sure enough there's something in here to offend everyone, with the narrator throwing out casual insults and non-PC remarks continually along the way but it's done with a disarming charm and more importantly the redeeming fact that Ridgwell fully includes himself in the sorry morass of humanity.
For a book which concentrates on the folly and freedom (to starve) of the aspiring bohemian, there is, not surprisingly, a great deal of focus on the act of writing itself or rather the lack of. Seeking Li Po's long-vacated poetic throne, Ridgwell soon finds himself at war with the blank page or in this case the blank screen, raging against his laptop and the Microsoft logo ""which kept moving in diagonal directions"" and which mocks his inactivity (""So you think you can defeat me, eh? You inanimate technological object! You think you can get one over on the world's greatest living poet, ha, you mug. Can't you see the odds are stacked against you?""). He labours to write odes inspired by the prostitutes viewed from his window or nature or, in one case, a museum painting. Ridgwell ""Poet of Clouds,"" Ridgwell ""the Brick Poet."" He fails, initially at least, at each.
With an honesty that avoids worthiness, Ridgwell tries to write an epic about ""the street kids, drunkards... the lost, the lonely, the marginalised and the dispossessed"" in the comically-superior hope his ""childhood home"" will be ""turned into a museum and shrine by the Ridgwell Appreciation Society"" and ""there would be guided tours of the Cross - Ridgwell drank in this bar, sat on that very stool."" He emerges, it has to be said, with a genuinely great poem Kings Cross at 6AM but conquering art is one thing. Conquering life is not as easy.
The course of love never runs smooth and Ridgwell fluctuates from writing smitten rhapsodies to Rosie to vengeful odes armed with ""disgusting adjectives, fiery metaphors and accusing similes."" Occasionally he falls into the nihilism that is the disappointment of the failed romantic, ""We could never be together and it was madness to think otherwise... who did I think I was? I was no poet, no artist. Only people with trust funds or inmates of lunatic asylums could call themselves such flaky things."" The love boat repeatedly crashes against the rocks of the everyday, as Mayakovsky's suicide note went. Heartache and joy and uncertainty inevitably await.
As much a chart of the perils and highs of romance, Last Days... is concerned with the struggle of the modern soul for authentic experience, for solitude and some deeper wisdom, against the jobs, the managers, the whinging realists, the hangovers, the writers block and the long dark nights of the soul which all conspire to derail us. Ridgwell flirts with the dark side, chasing the dragon with his erstwhile lover, ""I didn't care about anything because nothing mattered. Writing was ridiculous; poetry absurd, the patrons of such arts demented and the artists themselves a bunch of pretentious, preening egotists"" a happiness that ""was filled with resounding echoes of hollow and empty transience."" It's symbolic of the book as a whole, when all the highs are transitory and have sadness in them because they are so fleeting. Observations in Last Days... come as lightly as they do in life but with a real importance than can easily be missed. Ridgwell talks of mortality and age in movingly simple terms (""how does that shit happen?""). He studies monstrous Ibis birds, ""their white plumage blackened by pollution, exhaust fumes, a sorry vaguely intimidating sight. Their strange bills made me shudder; evil. What is it about the city and city life? Look what it does to people and even animals. It brutalises everything.""
On occasion, Ridgwell delivers a startling stop-dead-in-your-tracks turn-of-phrase; ""the next day I awoke to find my tiny bed-sit glowing like the inside of a cathedral or an expectant mother's womb,"" commuting to work in a packed train feeling like ""a bag of solidified shit"" or as said of a work colleague stuck in a deadening job, ""no wonder an air of eternal regret followed him around like a sad refrain or wistful lament."" Mostly, there's an endearing mix of the naive and the streetwise sides of the narrator,
""Follow me,"" he whispered.
""Where to?"" I whispered back.
""To the roof!""
Fuck it, I thought. Maybe he's got a telescope up there and I'd always fancied doing a bit of stargazing...
Up on the roof, Beardy adopted a more conspiratorial air.
Ridgwell's air of flippant disrespect continues with his healthy hatred of management, referring to his building-site boss as ""moustache man"" and Village People (""once he'd fucked off I assessed the situation""). The plentiful humour in the face of stark reality is one reason to read this book. Another is to find out the significance of the number 6789. Or how a man can let down the dishonourable traditions of the Poetes maudits by not havng sex with a ladyboy.
Last Days of the Cross is ultimately a lament for a dying world where the joys and miseries of semi-destitution and hedonism are replaced by the simple dulleries of work and streets full of the same coffee shops and department stores as everywhere else, the horrors of gentrification. ""The scene was moving on. Junkies were vanishing, drunks and vagrants being rounded up and dispersed... and the people moving in were different - professional-types, city workers... lovers of cafe society and spotless sidewalks.""
""Where does it all go?"" Ridgwell wonders in the end ""the junkies, misfits, hookers... drunks,"" hoping to follow the drift ""to the next frontline because there's always got to be a frontline somewhere...""",[],5.0,280.0,1.0,5.0,0.24118554696615774,1.0,0.21341995837791758,0.22314858380017633,1.0,0.21842969664578968,1.0,0.21643948406106123,0.2242412980339124,0.1877219678402071,0.214676925852381,1.0,0.2405457975025508,0.18303436511987942,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
411353,31151161,Hitchin' Post,eng,"Hard work and the cowboy life on the 6Bs Ranch is nothing new to old jackrabbit Hitchin' Post. As he watches his beloved ranch go through a terrible drought, Hitch begins to look at life in a different way. He learns that despite challenges, there is always something to be thankful for.",[],15.0,56.0,12.0,4.6,0.12560263083261852,0.13310431833712727,0.12322595451570394,0.13597658388317915,1.0,1.0,1.0,0.11906600536500941,0.11537824631629653,0.11274478099747456,0.11030317343251067,1.0,0.13052340167330503,0.06716923132777149,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
161814,24985876,The Code: The Assiduous Quest of Tobias Hopkins - Part Two,eng,"The Assiduous Quest of Tobias Hopkins - Part Two: The Code
In this book, the second in the series, merchant trader Tobias Hopkins believes the search for his father has come to an end. However, a cryptic message has been left for Toby to solve. What does this message lead to, and will Toby be the first to discover the truth about his father? Others lay in wait, watching his every move. Who can he trust? His faithful associate, John, the astute businesswoman Elizabeth, or Magdalena, mother of his half-brother Eduardo? Some of those around him are not what they seem to be, and it soon becomes clear that Toby and those closest to him are in imminent danger.",[],12.0,150.0,3.0,4.92,1.0,1.0,0.12404518967805259,0.09935093204637097,1.0,1.0,0.12879703064815937,0.12334810594908947,0.1343528747515759,0.09550907080689344,0.13060349315847916,0.12666036733166017,0.13794609394666643,0.09725672187893797,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230335,26591933,The House That Made Me: Writers Reflect on the Places and People That Defined Them,eng,"Home--the place where we were born, where we learned our first lessons, where family was defined. The very notion evokes powerful feelings, feelings as individual as our fingerprints, as enduring as the universe and as inescapable as gravity.
In this candid, evocative collection of essays, a diverse group of acclaimed authors reflects on the diverse homes, neighborhoods, and experiences that helped shape them--using Google Earth software to revisit the location in the process. Moving and life-affirming, this poignant anthology gives fresh insight into the concept of Home.
This anthology includes 19 essays by an array of diverse award-winning authors.","['663941', '11736873', '25734054', '13531560', '23645086', '13007556', '28114411', '63043', '22376465', '15799411', '25855558', '24796169', '11464310', '13235637', '23365799', '7482774', '15793071', '26114268']",13.0,184.0,3.0,4.53,0.06542182642505207,0.07017439923924786,0.05974465648633687,1.0,1.0,1.0,0.07967263433503795,0.0687173286309332,1.0,0.06071930432847958,0.07341159523831838,0.07361311476806708,0.07924484553509568,0.05057194337177341,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213913,1363091,Watery Grave (Twilight: Where Darkness Begins #18),eng,"Why can't anyone see what is happening? Julie knows she is not hallucinating, but no one believes the things she has seen. First the pages of her Spanish book appear completely blank-except for one word; LAVINA. Then she watches in horror as the letters flow together and drip down the page, staining her skirt with blood.
Lost in a thick fog on her way home, she encounters a strange man in seaman's clothes who calls out to here: LAVINA. Who is Lavina? Is Julie part of an ancient nightmare? Is there no escape?",[],31.0,168.0,5.0,4.52,0.09985552274181331,0.09592753006192853,0.09125357518420699,0.07753155609612342,0.09778970509507413,0.08024512075164147,1.0,0.08063932110288193,1.0,0.0684233708324958,1.0,0.08638301739277598,1.0,0.06318491143399506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
500856,18516010,"Into a Sky Below, Forever",en-US,"Moving. Disturbing. In Denver, a young woman grows up terrorized by something massive and unnatural that watches her while she sleeps. In west Texas, a boy's world unravels as his brother relates an encounter with a strange figure in the woods. Struggling with insomnia and depression, a man named Mitch begins speaking to a creature of folklore in the trees behind his house. And along the plains of the Rocky Mountains, two college students discover a house that should not exist.
These stories and more make up Karl Pfeiffer's first collection following his debut novel, Hallowtide. Ranging from fiction to non-fiction, from the poetic to the profane, Into a Sky Below, Forever examines the thin places, where the wild leaks into the refined, the supernatural bleeds into the physical, reality blends with fiction, and where the only things left holding the world together are the things that truly matter the most.
This is a book about birth and rebirth: it's a study of cycles, sex, and ouroboric processes; it's an examination of the ways we grow up, grow strong, grow together, and grow apart; an autopsy of the ways we love and rage and reproduce and repeat again.
As always, it's about finding light amidst the darkness.",[],6.0,210.0,3.0,4.71,0.15637868898614088,0.16793164815013956,0.13566113848734837,0.13067294702576018,1.0,0.1534497512288956,1.0,0.12729505648625555,1.0,0.11459112419386948,0.16725151720933124,1.0,0.1750407925457736,0.11607687885273901,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47549,25083284,A Dangerous Way - Teaching Guide,eng,Teaching guide for the fiction novel A Dangerous Way.,[],1.0,64.0,1.0,5.0,1.0,1.0,0.04550263367665911,0.034324188356251006,0.04374536750371177,1.0,0.0480659694127666,0.03972280539159658,0.04530121490715431,0.035176646484287546,0.038378073496129914,0.03433726994951373,1.0,0.039978039282981,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
523666,33386319,Back in the Habit (Apocalypse Wow #3),eng,"Jack Winters is in the Lifestream while his friends struggle to keep the world from succumbing to evil. Barry and Mara scour Heaven for a spy. Zandra and T'Challa stand on the frontlines against the enemy. And Mike is also involved somehow. As paths diverge and faces from the past reemerge, countless lives will be lost. It's all up to Jack to put things right...whatever that means to him.
Read the epic conclusion to the series many have called ""a book I read once"". 90's nostalgia abounds as the world comes crashing down in as sarcastic a way as possible.",[],5.0,256.0,5.0,4.8,1.0,1.0,0.07873526735281866,0.11185372839838419,0.09849318549304716,1.0,1.0,0.093527085934076,0.08647425543528844,0.07884719949612674,0.08100097057602812,0.08025926783816796,0.09638737093566606,0.1055392001462992,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348805,18171452,DragonEye: The Pupil (The DragonTail Series #1),eng,"William Town never believed he would see a dragon. Neither did he think he would travel outside of Calgary, or, most importantly, that he would be taken in by anyone who loved him.
But that was before he met Sophie Roberts, a tutor who does more than review homework and substitute...
Rich with imagination, magic and even a bit of danger, DragonEye: The Pupil suggests to readers that there's more in the Canadian backwoods than bear and deer, and that there's always the possibility of a little magic, as long as we take the time to look.",[],5.0,238.0,3.0,4.6,1.0,1.0,0.04954695335783254,0.04987502242682378,0.052273022447451675,1.0,1.0,0.03959777989639905,0.05942136764972556,0.05143381997161481,0.05515918438578395,0.05440092981272204,0.058395325123022666,0.02635738902781662,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95295,35681404,The Red Ribbon,eng,"Rose, Ella, Marta and Carla. In another life we might have all been friends together. But this was Birchwood.
As fourteen-year-old Ella begins her first day at work she steps into a world of silks, seams, scissors, pins, hems and trimmings. She is a dressmaker, but this is no ordinary sewing workshop. Hers are no ordinary clients. Ella has joined the seamstresses of Birkenau-Auschwitz.
Every dress she makes could be the difference between life and death. And this place is all about survival.
Ella seeks refuge from this reality, and from haunting memories, in her work and in the world of fashion and fabrics. She is faced with painful decisions about how far she is prepared to go to survive.
Is her love of clothes and creativity nothing more than collaboration wth her captors, or is it a means of staying alive?
Will she fight for herself alone, or will she trust the importance of an ever-deepening friendship with Rose?
One thing weaves through the colours of couture gowns and camp mud - a red ribbon, given to Ella as a symbol of hope.",[],76.0,304.0,41.0,4.55,0.14257647732851225,0.15429484051668957,0.12340709271749509,0.15607730164767872,1.0,1.0,1.0,0.14339020339684025,0.1320304357803266,0.12330856445093978,0.12554759531224552,1.0,0.1466790564204491,0.1226749372988841,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18070,25026510,The Touch of a Shadow,eng,"Just as Esther Charlemagne has discovered happiness with her partner and now husband, Aiden ""Mac"" McManus, a grisly killer from a murder case, which the couple worked five years earlier, in 1959, returns to threaten her. For their own protection, the FBI flies Esther and Mac, together with others involved in the case, to a remote safe house where Esther is forced to face what happened on that fateful day, five years ago. Although it's the last thing she wants to do, she finds herself recalling every detail of the case, as the US Attorney deposes each witness. Knowing that the murderer has unlimited resources and has vowed to kill his beloved Esther, Mac decides to leave his wife in the safe hands of the FBI and find the killer before he has a chance to reach her.",[],3.0,388.0,2.0,4.67,0.09398107024771685,0.06809329162277102,1.0,0.06534543101136965,0.09544618642420437,0.05746955845397877,0.066368004084634,0.06264654311742071,1.0,0.049661532399926246,1.0,0.07683472578437575,1.0,0.04148648003694348,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
334908,21820143,"Dread (Dovetail Cove, 1978)",en-US,"One year after the events of reader-favourites ""Shed"" and ""Bled,"" we go back to the island for another startling tale, this time in the autumn of 1978.
""Dread"" is the story of Mac and Dave McLeod, thirty-something bachelor brothers who are back in the tiny island town of Dovetail Cove after more than a decade away. They're here for a funeral, despite Mac's looming feeling that things aren't quite right in their childhood home, nor anywhere else across town. It doesn't take long for a mysterious visitor at the wake to embroil the McLeod boys and the island doc in a game of whodunit involving one of Police Chief Birkhead's unsolved files. Things get macabre when the boys discover a link to their parents in the mess. And the visitor who starts it all might just be a walking cadaver gone missing out from under the coroner's nose.",[],11.0,112.0,4.0,4.64,1.0,1.0,0.15173233335666336,0.11337382728348751,0.1509096894904643,0.16141286392335769,0.15309257330903348,0.1183955405741095,1.0,0.10848132137527684,0.1622606546490927,0.13271209192190167,1.0,0.095710844192055,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
217734,23264584,Sussex Tales,eng,"Jan Edwards's prize-winning Sussex Tales runs a witty and thought provoking gamut of village events and its more curious characters. From fanged ferret to bulls in lead masks; ancient hand grenades to exploding ginger beer; cricketing dogs to wassailing orchards - Sussex Tales weaves traditional country wines, recipes, folklore and Sussex dialect into these natural tales of living a farming childhood in the vanished world of 1950s and 60s rural life.
Winner of the Winchester Conference Short Volume prize.",[],7.0,200.0,4.0,4.69,0.04016653320049608,1.0,0.03182989578740124,1.0,1.0,0.04619100933927508,1.0,0.04833045391649332,0.03579281223695291,0.039152273969442625,0.03657858210742552,0.040895365516411486,0.038455513062514685,0.0384144314052688,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441162,15782050,The Adventures of Billy Chicken Toes & the Wolf: Add Your Own Art Children's Books,eng,"This is the story of Billy Chicken Toes, a young but
inquisitive barnyard chick who one day finds himself shooed out of the henhouse to make room for new hatchlings. He is told to stay close to home, but Billy's curiosity and innocent free spirit lead him far from the safety of the Jones farm and cause him to tumble down a dark, damp rabbit hole, where he encounters one adventure after another. He meets a not-so-clever wolf who deceives poor Billy and tricks him into leading the hungry old scallywag back to the hen house. When Billy learns the truth about the wolf and the threat he poses to his loving family, Billy discovers that even a little chick like himself can possess daring and courage far beyond his tiny size. In the end, Billy learns the true meaning of friendship as well. All this and more is waiting for your child in The Adventures of Billy Chicken Toes & the Wolf: Add Your Own Art Children's Books.
This book is an interactive children's book. There are blank picture frames through out this book. Your child will draw their own illustrations in the frames to create a one of a kind story book.",[],1.0,56.0,1.0,5.0,0.15736388624135705,1.0,0.1514869706294947,0.1397921796958683,1.0,1.0,1.0,0.14750950667284224,0.17102969858991177,0.12998239959843466,0.16020634556405594,0.1560453316183483,0.16902473949902527,0.11465866212053169,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37536,13422873,"Ventricle, Atrium",en-GB,"Love is in the details.
In the fingers finding a hand in the dark. In the stretch and curve of a spine. In goosebumped shoulders and the taste of skin.
Gabriel Gadfly's much anticipated second anthology is a vivid and tender tribute to the life cycle of love -- the sex, the laughter, the pain, the sweetness, the fear, the vacancy. Filled with yearning, this arresting collection finds beauty in all that love has to offer, from the mundane to the abstract.
With Ventricle, Atrium, Gabriel Gadfly explores love at all its junctures, through sickness and health, in good times and in bad, offering sharp and remarkably precise observations on the tiny, all-important details of love.",[],36.0,98.0,8.0,4.58,0.06378243396604799,0.06280318672418142,0.06214445661461972,0.061972605244683926,1.0,0.06857633907204783,1.0,0.07872390112729255,0.05538729297994953,1.0,0.05872653335414802,1.0,0.06968800069540655,0.054576587436015185,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25349,22850502,"A Brush With Death (Sisters Divided, #2)",eng,"In Sisters Divided, Volume 2 (A Brush With Death), angel sisters Keeva and Maeve continue the journey to get their wings. Their mentor, Colin, after rebuking Maeve for her appalling conduct in Memphis, sends them on their newest mission to Huntsville, Alabama, where they must try to help a woman named June and her young son nicknamed Deebo. Almost instantly, Maeve develops a strong hatred for the family's beloved Pekingese, Mr. Mullins, and is determined to get rid of him. When Keeva saves the young boy from drowning, she is convinced that their mission is over. But her sister's deadly interference and near-fatal crisis with the little dog warns her that the mission has just begun. For this family to be whole again, there is more saving to be done.",[],5.0,29.0,3.0,5.0,0.09811089876307305,0.1013115307846973,0.08541415192689596,0.05169428933411857,1.0,1.0,1.0,0.07675252358023645,0.10788121329526616,0.0625137996540222,0.10772900806582462,0.10102647585077332,1.0,0.06995193190487925,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
282764,8355480,The Twitstat Project,eng,"The Twitstat Project is a collaborative double book of new/experimental poetry inspired by the Twitstat application for Twitter and written by poets Chris Weige and Renee Zepeda.
For a limited edition original copy:
http://www.etsy.com/listing/47282796/...
For the pdf check out:
http://www.scribd.com/doc/31817213/Th...",[],1.0,60.0,1.0,5.0,0.028287318724802637,1.0,0.02344228921997613,1.0,0.026597335636061526,1.0,0.028817406036226366,0.02057419895729735,0.025789131883756575,1.0,0.023189389565477288,0.027400626991186967,0.02665724072445299,0.01090698250695928,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
127580,17687778,Hope Springs a Turtle: Messages of Hope from Around the World!,eng,"Hope Springs A Turtleis a journey of hope through poems and photographs which have been collected from around the world.The work in this anthology has been collected from every continent of our planet and illustrates ideas of hope from many of the world religions. Hope Springs A Turtle,looks at the different forms hope can take and how hope can always be found if you look carefully into the world which surrounds you.",[],7.0,130.0,2.0,4.8,0.09609223599634578,1.0,0.051228388538173054,1.0,0.08543216895239238,0.09467619537683895,1.0,0.09448776766050224,0.06497386939212588,0.07093839005834612,0.05696768398033934,0.05755025948974931,0.07110642263855205,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
